id,name,partOf,locationType
CRVS_MGF3080400574,CEC VOHILENGO,Location/MGF3080400574,CRVS_OFFICE
CRVS_MGF3080400575,CEC VOHIMASY,Location/MGF3080400575,CRVS_OFFICE
CRVS_MGF3080400576,CEC VOHITROMBY,Location/MGF3080400576,CRVS_OFFICE
CRVS_MGF3080400577,CEC VOHILAVAN'I MANAMPATRANA,Location/MGF3080400577,CRVS_OFFICE
CRVS_MGF3080410578,CEC ANDRANOLALINA,Location/MGF3080410578,CRVS_OFFICE
CRVS_MGF3080410579,CEC ANKAZOVELO,Location/MGF3080410579,CRVS_OFFICE
CRVS_MGF3080410580,CEC IVONDRO EX-LAVARATY,Location/MGF3080410580,CRVS_OFFICE
CRVS_MGF3080410581,CEC NOSIFENO EX-MIDONGY SUD,Location/MGF3080410581,CRVS_OFFICE
CRVS_MGF3080410582,CEC SOAKIBANY,Location/MGF3080410582,CRVS_OFFICE
CRVS_MGF3080410583,CEC ZARA EX-MALIORANO,Location/MGF3080410583,CRVS_OFFICE
CRVS_MGF3080410584,CEC BEVAHO,Location/MGF3080410584,CRVS_OFFICE
CRVS_MGF3080420585,CEC AMBATOLAVA,Location/MGF3080420585,CRVS_OFFICE
CRVS_MGF3080420586,CEC AMBONGO,Location/MGF3080420586,CRVS_OFFICE
CRVS_MGF3080420587,CEC AMPARIHY EST,Location/MGF3080420587,CRVS_OFFICE
CRVS_MGF3080420588,CEC AMPASIMALEMY,Location/MGF3080420588,CRVS_OFFICE
CRVS_MGF3080420589,CEC AMPATAKA,Location/MGF3080420589,CRVS_OFFICE
CRVS_MGF3080420590,CEC ANILOBE,Location/MGF3080420590,CRVS_OFFICE
CRVS_MGF3080420591,CEC BEKARAOKY,Location/MGF3080420591,CRVS_OFFICE
CRVS_MGF3080420592,CEC BEMA,Location/MGF3080420592,CRVS_OFFICE
CRVS_MGF3080420593,CEC BEVATA,Location/MGF3080420593,CRVS_OFFICE
CRVS_MGF3080420594,CEC VOHIPAHO,Location/MGF3080420594,CRVS_OFFICE
CRVS_MGF3080420595,CEC FENOAMBANY,Location/MGF3080420595,CRVS_OFFICE
CRVS_MGF3080420596,CEC IARA,Location/MGF3080420596,CRVS_OFFICE
CRVS_MGF3080420597,CEC ISAHARA,Location/MGF3080420597,CRVS_OFFICE
CRVS_MGF3080420598,CEC KARIMBARY,Location/MGF3080420598,CRVS_OFFICE
CRVS_MGF3080420599,CEC LOHAFARY,Location/MGF3080420599,CRVS_OFFICE
CRVS_MGF3080420600,CEC LOPARY,Location/MGF3080420600,CRVS_OFFICE
CRVS_MGF3080420601,CEC MANAMBONDRO,Location/MGF3080420601,CRVS_OFFICE
CRVS_MGF3080420602,CEC MAROKIBO,Location/MGF3080420602,CRVS_OFFICE
CRVS_MGF3080420603,CEC MASIANAKA,Location/MGF3080420603,CRVS_OFFICE
CRVS_MGF3080420604,CEC MATANGA,Location/MGF3080420604,CRVS_OFFICE
CRVS_MGF3080420605,CEC RANOMENA,Location/MGF3080420605,CRVS_OFFICE
CRVS_MGF3080420606,CEC SANDRAVINANY,Location/MGF3080420606,CRVS_OFFICE
CRVS_MGF3080420607,CEC SOAMANOVA,Location/MGF3080420607,CRVS_OFFICE
CRVS_MGF3080420608,CEC TSIANOFANA,Location/MGF3080420608,CRVS_OFFICE
CRVS_MGF3080420609,CEC TSIATELY,Location/MGF3080420609,CRVS_OFFICE
CRVS_MGF3080420610,CEC VANGAINDRANO,Location/MGF3080420610,CRVS_OFFICE
CRVS_MGF3080420611,CEC VATANATO,Location/MGF3080420611,CRVS_OFFICE
CRVS_MGF3080420612,CEC VOHIMALAZA,Location/MGF3080420612,CRVS_OFFICE
CRVS_MGF3080420613,CEC VOHITRAMBO,Location/MGF3080420613,CRVS_OFFICE
CRVS_MGF3080420614,CEC MAHABE,Location/MGF3080420614,CRVS_OFFICE
CRVS_MGF3080420615,CEC FONILAZA,Location/MGF3080420615,CRVS_OFFICE
CRVS_MGF3080430616,CEC AMBOHIMANA,Location/MGF3080430616,CRVS_OFFICE
CRVS_MGF3080430617,CEC ANANDRAVY,Location/MGF3080430617,CRVS_OFFICE
CRVS_MGF3080430618,CEC ANDAKANA,Location/MGF3080430618,CRVS_OFFICE
CRVS_MGF3080430619,CEC ANTOKONALA,Location/MGF3080430619,CRVS_OFFICE
CRVS_MGF3080430620,CEC IAMONTA,Location/MGF3080430620,CRVS_OFFICE
CRVS_MGF3080430621,CEC IVATO,Location/MGF3080430621,CRVS_OFFICE
CRVS_MGF3080430622,CEC KARIANGA,Location/MGF3080430622,CRVS_OFFICE
CRVS_MGF3080430623,CEC MAHATSINJO,Location/MGF3080430623,CRVS_OFFICE
CRVS_MGF3080430624,CEC MAHAVELO,Location/MGF3080430624,CRVS_OFFICE
CRVS_MGF3080430625,CEC MAHAZOARIVO,Location/MGF3080430625,CRVS_OFFICE
CRVS_MGF3080430626,CEC MANAMBIDALA,Location/MGF3080430626,CRVS_OFFICE
CRVS_MGF3080430627,CEC MANATO,Location/MGF3080430627,CRVS_OFFICE
CRVS_MGF3080430628,CEC MOROTEZA,Location/MGF3080430628,CRVS_OFFICE
CRVS_MGF3080430629,CEC VOHIBOREKA,Location/MGF3080430629,CRVS_OFFICE
CRVS_MGF3080430630,CEC VOHIMARY,Location/MGF3080430630,CRVS_OFFICE
CRVS_MGF3080430631,CEC VONDROZO,Location/MGF3080430631,CRVS_OFFICE
CRVS_MGF3080430632,CEC AMBODIRANO,Location/MGF3080430632,CRVS_OFFICE
CRVS_MGF3080430633,CEC ANDOHARANO,Location/MGF3080430633,CRVS_OFFICE
CRVS_MGF3090440634,CEC AMBALAVAO,Location/MGF3090440634,CRVS_OFFICE
CRVS_MGF3090440635,CEC AMBINANINDOVOKA,Location/MGF3090440635,CRVS_OFFICE
CRVS_MGF3090440636,CEC AMBINANIROA,Location/MGF3090440636,CRVS_OFFICE
CRVS_MGF3090440637,CEC AMBOHIMAHAMASINA,Location/MGF3090440637,CRVS_OFFICE
CRVS_MGF3090440638,CEC AMBOHIMANDROSO,Location/MGF3090440638,CRVS_OFFICE
CRVS_MGF3090440639,CEC ANDRAINJATO,Location/MGF3090440639,CRVS_OFFICE
CRVS_MGF3090440640,CEC ANJOMA,Location/MGF3090440640,CRVS_OFFICE
CRVS_MGF3090440641,CEC ANKARAMENA,Location/MGF3090440641,CRVS_OFFICE
CRVS_MGF3090440642,CEC BESOA,Location/MGF3090440642,CRVS_OFFICE
CRVS_MGF3090440643,CEC FENOARIVO,Location/MGF3090440643,CRVS_OFFICE
CRVS_MGF3090440644,CEC IARINTSENA,Location/MGF3090440644,CRVS_OFFICE
CRVS_MGF3090440645,CEC KIRANO,Location/MGF3090440645,CRVS_OFFICE
CRVS_MGF3090440646,CEC MAHAZONY,Location/MGF3090440646,CRVS_OFFICE
CRVS_MGF3090440647,CEC MANAMISOA,Location/MGF3090440647,CRVS_OFFICE
CRVS_MGF3090440648,CEC MIARINARIVO,Location/MGF3090440648,CRVS_OFFICE
CRVS_MGF3090440649,CEC SENDRISOA,Location/MGF3090440649,CRVS_OFFICE
CRVS_MGF3090440650,CEC VOHITSAOKA,Location/MGF3090440650,CRVS_OFFICE
CRVS_MGF3090440651,CEC NAMOLY,Location/MGF3090440651,CRVS_OFFICE
CRVS_MGF3090440652,CEC VOLAMENA,Location/MGF3090440652,CRVS_OFFICE
CRVS_MGF3090450653,CEC AMBALAKINDRESY,Location/MGF3090450653,CRVS_OFFICE
CRVS_MGF3090450654,CEC AMBATOSOA,Location/MGF3090450654,CRVS_OFFICE
CRVS_MGF3090450655,CEC AMBOHIMAHASOA,Location/MGF3090450655,CRVS_OFFICE
CRVS_MGF3090450656,CEC AMBOHINAMBOARINA,Location/MGF3090450656,CRVS_OFFICE
CRVS_MGF3090450657,CEC AMPITANA,Location/MGF3090450657,CRVS_OFFICE
CRVS_MGF3090450658,CEC ANKAFINA TSARAFIDY,Location/MGF3090450658,CRVS_OFFICE
CRVS_MGF3090450659,CEC ANKERANA,Location/MGF3090450659,CRVS_OFFICE
CRVS_MGF3090450660,CEC BEFETA,Location/MGF3090450660,CRVS_OFFICE
CRVS_MGF3090450661,CEC CAMP ROBIN,Location/MGF3090450661,CRVS_OFFICE
CRVS_MGF3090450662,CEC FIADANANA,Location/MGF3090450662,CRVS_OFFICE
CRVS_MGF3090450663,CEC ISAKA,Location/MGF3090450663,CRVS_OFFICE
CRVS_MGF3090450664,CEC IKALALAO,Location/MGF3090450664,CRVS_OFFICE
CRVS_MGF3090450665,CEC MANANDROY,Location/MGF3090450665,CRVS_OFFICE
CRVS_MGF3090450666,CEC MORAFENO,Location/MGF3090450666,CRVS_OFFICE
CRVS_MGF3090450667,CEC SAHATONA,Location/MGF3090450667,CRVS_OFFICE
CRVS_MGF3090450668,CEC SAHAVE,Location/MGF3090450668,CRVS_OFFICE
CRVS_MGF3090450669,CEC VOHIPOSA,Location/MGF3090450669,CRVS_OFFICE
CRVS_MGF3090450670,CEC VOHITRARIVO,Location/MGF3090450670,CRVS_OFFICE
CRVS_MGF3090460671,CEC FIANARANTSOA Arr. AndrainjatoNord,Location/MGF3090460671,CRVS_OFFICE
CRVS_MGF3110560807,CEC ANALAVORY,Location/MGF3110560807,CRVS_OFFICE
CRVS_MGF3090460672,CEC FIANARANTSOA Arr. Andrainjato Sud,Location/MGF3090460672,CRVS_OFFICE
CRVS_MGF3090460673,CEC FIANARANTSOA Arr. Lazana,Location/MGF3090460673,CRVS_OFFICE
CRVS_MGF3090460674,CEC FIANARANTSOA Arr. Manolafaka,Location/MGF3090460674,CRVS_OFFICE
CRVS_MGF3090460675,CEC FIANARANTSOA Arr. Vatosola,Location/MGF3090460675,CRVS_OFFICE
CRVS_MGF3090460676,CEC FIANARANTSOA Arr. Ville Basse,Location/MGF3090460676,CRVS_OFFICE
CRVS_MGF3090460677,CEC FIANARANTSOA Arr. Ville Haute,Location/MGF3090460677,CRVS_OFFICE
CRVS_MGF3090470678,CEC AMBALAMIDERA II,Location/MGF3090470678,CRVS_OFFICE
CRVS_MGF3090470679,CEC AMBONDRONA,Location/MGF3090470679,CRVS_OFFICE
CRVS_MGF3090470680,CEC ANDOHARANOMAITSO,Location/MGF3090470680,CRVS_OFFICE
CRVS_MGF3090470681,CEC ANJOMA ITSARA,Location/MGF3090470681,CRVS_OFFICE
CRVS_MGF3090470682,CEC ANKARINARIVO MANIRISOA,Location/MGF3090470682,CRVS_OFFICE
CRVS_MGF3090470683,CEC FANJAKANA,Location/MGF3090470683,CRVS_OFFICE
CRVS_MGF3090470684,CEC IAVINOMBY VOHIBOLA,Location/MGF3090470684,CRVS_OFFICE
CRVS_MGF3090470685,CEC ISORANA,Location/MGF3090470685,CRVS_OFFICE
CRVS_MGF3090470686,CEC MAHAZOARIVO,Location/MGF3090470686,CRVS_OFFICE
CRVS_MGF3090470687,CEC NASANDRATRONY,Location/MGF3090470687,CRVS_OFFICE
CRVS_MGF3090470688,CEC SOATANANA,Location/MGF3090470688,CRVS_OFFICE
CRVS_MGF3090470689,CEC ANDREAMALAMA,Location/MGF3090470689,CRVS_OFFICE
CRVS_MGF3090470690,CEC AMBALAMIDERA AMBOHIMANANA,Location/MGF3090470690,CRVS_OFFICE
CRVS_MGF3090480691,CEC AMBATOMAINTY,Location/MGF3090480691,CRVS_OFFICE
CRVS_MGF3090480692,CEC FITAMPITO,Location/MGF3090480692,CRVS_OFFICE
CRVS_MGF3090480693,CEC IKALAMAVONY,Location/MGF3090480693,CRVS_OFFICE
CRVS_MGF3090480694,CEC MANGIDY,Location/MGF3090480694,CRVS_OFFICE
CRVS_MGF3090480695,CEC SAKAY TANAMARINA,Location/MGF3090480695,CRVS_OFFICE
CRVS_MGF3090480696,CEC SOLILA,Location/MGF3090480696,CRVS_OFFICE
CRVS_MGF3090480697,CEC TANAMARINA BEKISOPA,Location/MGF3090480697,CRVS_OFFICE
CRVS_MGF3090480698,CEC TSITONDROINA,Location/MGF3090480698,CRVS_OFFICE
CRVS_MGF3090490699,CEC ALAKAMISY ITENINA,Location/MGF3090490699,CRVS_OFFICE
CRVS_MGF3090490700,CEC ANDRANOMIDITRA,Location/MGF3090490700,CRVS_OFFICE
CRVS_MGF3090490701,CEC ANDRANOVORIVATO,Location/MGF3090490701,CRVS_OFFICE
CRVS_MGF3090490702,CEC MAHADITRA,Location/MGF3090490702,CRVS_OFFICE
CRVS_MGF3090490703,CEC MAHASOABE,Location/MGF3090490703,CRVS_OFFICE
CRVS_MGF3090490704,CEC MANEVA,Location/MGF3090490704,CRVS_OFFICE
CRVS_MGF3090490705,CEC SOAINDRANA,Location/MGF3090490705,CRVS_OFFICE
CRVS_MGF3090490706,CEC TALATA AMPANO,Location/MGF3090490706,CRVS_OFFICE
CRVS_MGF3090490707,CEC VINANITELO,Location/MGF3090490707,CRVS_OFFICE
CRVS_MGF3090490708,CEC VOHIMARINA,Location/MGF3090490708,CRVS_OFFICE
CRVS_MGF3090490709,CEC VOHITRAFENO,Location/MGF3090490709,CRVS_OFFICE
CRVS_MGF3090490710,CEC IHAZOARA,Location/MGF3090490710,CRVS_OFFICE
CRVS_MGF3090490711,CEC ANKAROMALAZA,Location/MGF3090490711,CRVS_OFFICE
CRVS_MGF3090490712,CEC VOHIBATO OUEST,Location/MGF3090490712,CRVS_OFFICE
CRVS_MGF3090490713,CEC LAMOSINA,Location/MGF3090490713,CRVS_OFFICE
CRVS_MGF3090490714,CEC ANJANOMANANA TSIMANAVAKA,Location/MGF3090490714,CRVS_OFFICE
CRVS_MGF3090500715,CEC ALAKAMISY AMBOHIMAHA,Location/MGF3090500715,CRVS_OFFICE
CRVS_MGF3090500716,CEC IALAMARINA,Location/MGF3090500716,CRVS_OFFICE
CRVS_MGF3090500717,CEC AMBALAKELY,Location/MGF3090500717,CRVS_OFFICE
CRVS_MGF3090500718,CEC AMBALAMAHASOA,Location/MGF3090500718,CRVS_OFFICE
CRVS_MGF3090500719,CEC ANDRAINJATO CENTRE,Location/MGF3090500719,CRVS_OFFICE
CRVS_MGF3090500720,CEC ANDRAINJATO EST,Location/MGF3090500720,CRVS_OFFICE
CRVS_MGF3090500721,CEC ANDROY,Location/MGF3090500721,CRVS_OFFICE
CRVS_MGF3090500722,CEC FANDRANDAVA,Location/MGF3090500722,CRVS_OFFICE
CRVS_MGF3090500723,CEC IALANANINDRO,Location/MGF3090500723,CRVS_OFFICE
CRVS_MGF3090500724,CEC IVOAMBA,Location/MGF3090500724,CRVS_OFFICE
CRVS_MGF3090500725,CEC MAHATSINJONY,Location/MGF3090500725,CRVS_OFFICE
CRVS_MGF3090500726,CEC SAHAMBAVY,Location/MGF3090500726,CRVS_OFFICE
CRVS_MGF3090500727,CEC TAINDAMBO,Location/MGF3090500727,CRVS_OFFICE
CRVS_MGF3090500728,CEC SAFATA,Location/MGF3090500728,CRVS_OFFICE
CRVS_MGF3090500729,CEC AMPATSY AMPANGABE,Location/MGF3090500729,CRVS_OFFICE
CRVS_MGF3090500730,CEC VINANINORO ANDREFANA,Location/MGF3090500730,CRVS_OFFICE
CRVS_MGF3100510731,CEC BEGOGO,Location/MGF3100510731,CRVS_OFFICE
CRVS_MGF3100510732,CEC IAKORA,Location/MGF3100510732,CRVS_OFFICE
CRVS_MGF3100510733,CEC RANOTSARA NORD,Location/MGF3100510733,CRVS_OFFICE
CRVS_MGF3100510734,CEC ANDRANOMBAO,Location/MGF3100510734,CRVS_OFFICE
CRVS_MGF3100510735,CEC VOLAMBITA,Location/MGF3100510735,CRVS_OFFICE
CRVS_MGF3100520736,CEC AMBATOLAHY,Location/MGF3100520736,CRVS_OFFICE
CRVS_MGF3100520737,CEC AMBIA,Location/MGF3100520737,CRVS_OFFICE
CRVS_MGF3100520738,CEC ANALALIRY,Location/MGF3100520738,CRVS_OFFICE
CRVS_MGF3100520739,CEC ANALAVOKA,Location/MGF3100520739,CRVS_OFFICE
CRVS_MGF3100520740,CEC ANDIOLAVA,Location/MGF3100520740,CRVS_OFFICE
CRVS_MGF3100520741,CEC ANKILY,Location/MGF3100520741,CRVS_OFFICE
CRVS_MGF3100520742,CEC ANTSOHA,Location/MGF3100520742,CRVS_OFFICE
CRVS_MGF3100520743,CEC IHOSY,Location/MGF3100520743,CRVS_OFFICE
CRVS_MGF3100520744,CEC ILAKAKA-BE,Location/MGF3100520744,CRVS_OFFICE
CRVS_MGF3100520745,CEC MENAMATY-ILOTO,Location/MGF3100520745,CRVS_OFFICE
CRVS_MGF3100520746,CEC IRINA,Location/MGF3100520746,CRVS_OFFICE
CRVS_MGF3100520747,CEC MAHASOA,Location/MGF3100520747,CRVS_OFFICE
CRVS_MGF3100520748,CEC RANOHIRA,Location/MGF3100520748,CRVS_OFFICE
CRVS_MGF3100520749,CEC SAHAMBANO,Location/MGF3100520749,CRVS_OFFICE
CRVS_MGF3100520750,CEC SAKALALINA,Location/MGF3100520750,CRVS_OFFICE
CRVS_MGF3100520751,CEC SATROKALA,Location/MGF3100520751,CRVS_OFFICE
CRVS_MGF3100520752,CEC SOAMATASY,Location/MGF3100520752,CRVS_OFFICE
CRVS_MGF3100520753,CEC TOLOHOMIADY,Location/MGF3100520753,CRVS_OFFICE
CRVS_MGF3100520754,CEC ZAZAFOTSY,Location/MGF3100520754,CRVS_OFFICE
CRVS_MGF3100520755,CEC ANDOHAN'ILAKAKA,Location/MGF3100520755,CRVS_OFFICE
CRVS_MGF3100530756,CEC ANTAMBOHOBE,Location/MGF3100530756,CRVS_OFFICE
CRVS_MGF3100530757,CEC IVOHIBE,Location/MGF3100530757,CRVS_OFFICE
CRVS_MGF3100530758,CEC IVONGO,Location/MGF3100530758,CRVS_OFFICE
CRVS_MGF3100530759,CEC MAROPAIKA,Location/MGF3100530759,CRVS_OFFICE
CRVS_MGF3100530760,CEC KOTIPA,Location/MGF3100530760,CRVS_OFFICE
CRVS_MGF3100530761,CEC ANTARAMENA,Location/MGF3100530761,CRVS_OFFICE
CRVS_MGF3110540762,CEC AMBOHIMANGA SUD,Location/MGF3110540762,CRVS_OFFICE
CRVS_MGF3110540763,CEC AMBOHIMIERA,Location/MGF3110540763,CRVS_OFFICE
CRVS_MGF3110540764,CEC ANALAMPASINA,Location/MGF3110540764,CRVS_OFFICE
CRVS_MGF3110540765,CEC ANDRORANGAVOLA,Location/MGF3110540765,CRVS_OFFICE
CRVS_MGF3110540766,CEC ANTARETRA,Location/MGF3110540766,CRVS_OFFICE
CRVS_MGF3110540767,CEC ANTSINDRA,Location/MGF3110540767,CRVS_OFFICE
CRVS_MGF3110540768,CEC FASINTSARA,Location/MGF3110540768,CRVS_OFFICE
CRVS_MGF3110540769,CEC IFANADIANA,Location/MGF3110540769,CRVS_OFFICE
CRVS_MGF3110540770,CEC KELILALINA,Location/MGF3110540770,CRVS_OFFICE
CRVS_MGF3110540771,CEC MAROHARATRA,Location/MGF3110540771,CRVS_OFFICE
CRVS_MGF3110540772,CEC MAROTOKO,Location/MGF3110540772,CRVS_OFFICE
CRVS_MGF3110540773,CEC RANOMAFANA,Location/MGF3110540773,CRVS_OFFICE
CRVS_MGF3110540774,CEC TSARATANANA,Location/MGF3110540774,CRVS_OFFICE
CRVS_MGF3110540775,CEC AMPASINAMBO,Location/MGF3110540775,CRVS_OFFICE
CRVS_MGF3110540776,CEC AMBIABE,Location/MGF3110540776,CRVS_OFFICE
CRVS_MGF3110550777,CEC AMBATOFOTSY,Location/MGF3110550777,CRVS_OFFICE
CRVS_MGF3110550778,CEC AMBINANITROMBY,Location/MGF3110550778,CRVS_OFFICE
CRVS_MGF3110550779,CEC AMBOHIMISAFY,Location/MGF3110550779,CRVS_OFFICE
CRVS_MGF3110550780,CEC AMBOLOMADINIKA,Location/MGF3110550780,CRVS_OFFICE
CRVS_MGF3110550781,CEC ANKARIMBELO,Location/MGF3110550781,CRVS_OFFICE
CRVS_MGF3110550782,CEC ANTODINGA,Location/MGF3110550782,CRVS_OFFICE
CRVS_MGF3110550783,CEC BELEMOKA,Location/MGF3110550783,CRVS_OFFICE
CRVS_MGF3110550784,CEC IFANIREA,Location/MGF3110550784,CRVS_OFFICE
CRVS_MGF3110550785,CEC IKONGO,Location/MGF3110550785,CRVS_OFFICE
CRVS_MGF3110550786,CEC KALAFOTSY,Location/MGF3110550786,CRVS_OFFICE
CRVS_MGF3110550787,CEC MANAMPATRANA,Location/MGF3110550787,CRVS_OFFICE
CRVS_MGF3110550788,CEC MAROMIANDRA,Location/MGF3110550788,CRVS_OFFICE
CRVS_MGF3110550789,CEC SAHALANONA,Location/MGF3110550789,CRVS_OFFICE
CRVS_MGF3110550790,CEC TANAKAMBANA,Location/MGF3110550790,CRVS_OFFICE
CRVS_MGF3110550791,CEC TOLONGOINA,Location/MGF3110550791,CRVS_OFFICE
CRVS_MGF3110550792,CEC TSIFENOKATAKA,Location/MGF3110550792,CRVS_OFFICE
CRVS_MGF3110550793,CEC ANDEFAPONY,Location/MGF3110550793,CRVS_OFFICE
CRVS_MGF3110560794,CEC AMBAHATRAZO,Location/MGF3110560794,CRVS_OFFICE
CRVS_MGF3110560795,CEC AMBAHIVE,Location/MGF3110560795,CRVS_OFFICE
CRVS_MGF3110560796,CEC AMBALAROKA,Location/MGF3110560796,CRVS_OFFICE
CRVS_MGF3110560797,CEC AMBALAVERO,Location/MGF3110560797,CRVS_OFFICE
CRVS_MGF3110560798,CEC AMBANDRIKA,Location/MGF3110560798,CRVS_OFFICE
CRVS_MGF3110560799,CEC AMBILA,Location/MGF3110560799,CRVS_OFFICE
CRVS_MGF3110560800,CEC AMBOANJO,Location/MGF3110560800,CRVS_OFFICE
CRVS_MGF3110560801,CEC AMBOHITSARA-M,Location/MGF3110560801,CRVS_OFFICE
CRVS_MGF3110560802,CEC AMBORONDRA,Location/MGF3110560802,CRVS_OFFICE
CRVS_MGF3110560803,CEC AMBOTAKA,Location/MGF3110560803,CRVS_OFFICE
CRVS_MGF3110560804,CEC AMPASIMANJEVA,Location/MGF3110560804,CRVS_OFFICE
CRVS_MGF3110560805,CEC AMPASIMBORAKA,Location/MGF3110560805,CRVS_OFFICE
CRVS_MGF3110560806,CEC AMPASIPOTSY SUD,Location/MGF3110560806,CRVS_OFFICE
CRVS_MGF3110560808,CEC ANOROMBATO,Location/MGF3110560808,CRVS_OFFICE
CRVS_MGF3110560809,CEC ANTEZA,Location/MGF3110560809,CRVS_OFFICE
CRVS_MGF3110560810,CEC BEKATRA,Location/MGF3110560810,CRVS_OFFICE
CRVS_MGF3110560811,CEC BETAMPONA,Location/MGF3110560811,CRVS_OFFICE
CRVS_MGF3110560812,CEC FENOMBY,Location/MGF3110560812,CRVS_OFFICE
CRVS_MGF3110560813,CEC KIANJANOMBY,Location/MGF3110560813,CRVS_OFFICE
CRVS_MGF3110560814,CEC LOKOMBY,Location/MGF3110560814,CRVS_OFFICE
CRVS_MGF3110560815,CEC MAHABAKO,Location/MGF3110560815,CRVS_OFFICE
CRVS_MGF3110560816,CEC MAHAMAIBE,Location/MGF3110560816,CRVS_OFFICE
CRVS_MGF3110560817,CEC MANAKARA,Location/MGF3110560817,CRVS_OFFICE
CRVS_MGF3110560818,CEC MANGATSIOTRA,Location/MGF3110560818,CRVS_OFFICE
CRVS_MGF3110560819,CEC MAROFARIHY,Location/MGF3110560819,CRVS_OFFICE
CRVS_MGF3110560820,CEC MAVORANO,Location/MGF3110560820,CRVS_OFFICE
CRVS_MGF3110560821,CEC MITANTY,Location/MGF3110560821,CRVS_OFFICE
CRVS_MGF3110560822,CEC MIZILO GARE,Location/MGF3110560822,CRVS_OFFICE
CRVS_MGF3110560823,CEC NIHAONANA AMBANY,Location/MGF3110560823,CRVS_OFFICE
CRVS_MGF3110560824,CEC NOSIALA,Location/MGF3110560824,CRVS_OFFICE
CRVS_MGF3110560825,CEC ONILAHY,Location/MGF3110560825,CRVS_OFFICE
CRVS_MGF3110560826,CEC SAHANAMBOHITRA,Location/MGF3110560826,CRVS_OFFICE
CRVS_MGF3110560827,CEC SAHAREFO,Location/MGF3110560827,CRVS_OFFICE
CRVS_MGF3110560828,CEC SAHASINAKA,Location/MGF3110560828,CRVS_OFFICE
CRVS_MGF3110560829,CEC SAKOANA,Location/MGF3110560829,CRVS_OFFICE
CRVS_MGF3110560830,CEC SOROMBO,Location/MGF3110560830,CRVS_OFFICE
CRVS_MGF3110560831,CEC TATAHO,Location/MGF3110560831,CRVS_OFFICE
CRVS_MGF3110560832,CEC VATANA,Location/MGF3110560832,CRVS_OFFICE
CRVS_MGF3110560833,CEC VINANITELO,Location/MGF3110560833,CRVS_OFFICE
CRVS_MGF3110560834,CEC VOHILAVA SAHASONDRY,Location/MGF3110560834,CRVS_OFFICE
CRVS_MGF3110560835,CEC VOHIMANITRA,Location/MGF3110560835,CRVS_OFFICE
CRVS_MGF3110560836,CEC VOHIMASINA NORD,Location/MGF3110560836,CRVS_OFFICE
CRVS_MGF3110560837,CEC VOHIMASINA SUD,Location/MGF3110560837,CRVS_OFFICE
CRVS_MGF3110560838,CEC VOHIMASY,Location/MGF3110560838,CRVS_OFFICE
CRVS_MGF3110560839,CEC AMBOHITROVA,Location/MGF3110560839,CRVS_OFFICE
CRVS_MGF3110560840,CEC MANJARIVO,Location/MGF3110560840,CRVS_OFFICE
CRVS_MGF3110570841,CEC AMBALAHOSY NORD,Location/MGF3110570841,CRVS_OFFICE
CRVS_MGF3110570842,CEC AMBODINONOKA,Location/MGF3110570842,CRVS_OFFICE
CRVS_MGF3110570843,CEC AMBOHIMIARINA II,Location/MGF3110570843,CRVS_OFFICE
CRVS_MGF3110570844,CEC AMBOHINIHAONANA,Location/MGF3110570844,CRVS_OFFICE
CRVS_MGF3110570845,CEC AMBOHITSARA EST,Location/MGF3110570845,CRVS_OFFICE
CRVS_MGF3110570846,CEC ANDONABE,Location/MGF3110570846,CRVS_OFFICE
CRVS_MGF3110570847,CEC ANDRANAMBOLAVA,Location/MGF3110570847,CRVS_OFFICE
CRVS_MGF3110570848,CEC ANDRANOMAVO,Location/MGF3110570848,CRVS_OFFICE
CRVS_MGF3110570849,CEC ANKATAFANA,Location/MGF3110570849,CRVS_OFFICE
CRVS_MGF3110570850,CEC ANOSIPARIHY,Location/MGF3110570850,CRVS_OFFICE
CRVS_MGF3110570851,CEC ANTARETRA,Location/MGF3110570851,CRVS_OFFICE
CRVS_MGF3110570852,CEC ANTSENAVOLO,Location/MGF3110570852,CRVS_OFFICE
CRVS_MGF3110570853,CEC KIANJAVATO,Location/MGF3110570853,CRVS_OFFICE
CRVS_MGF3110570854,CEC MAHATSARA IEFAKA,Location/MGF3110570854,CRVS_OFFICE
CRVS_MGF3110570855,CEC MAHATSARA SUD,Location/MGF3110570855,CRVS_OFFICE
CRVS_MGF3110570856,CEC MAHAVOKY NORD,Location/MGF3110570856,CRVS_OFFICE
CRVS_MGF3110570857,CEC MAHELA,Location/MGF3110570857,CRVS_OFFICE
CRVS_MGF3110570858,CEC MANAKANA NORD,Location/MGF3110570858,CRVS_OFFICE
CRVS_MGF3110570859,CEC MANANJARY,Location/MGF3110570859,CRVS_OFFICE
CRVS_MGF3110570860,CEC MAROFOTOTRA,Location/MGF3110570860,CRVS_OFFICE
CRVS_MGF3110570861,CEC MAROKARIMA,Location/MGF3110570861,CRVS_OFFICE
CRVS_MGF3110570862,CEC MAROSANGY,Location/MGF3110570862,CRVS_OFFICE
CRVS_MGF3110570863,CEC MORAFENO,Location/MGF3110570863,CRVS_OFFICE
CRVS_MGF3110570864,CEC NAMORONA,Location/MGF3110570864,CRVS_OFFICE
CRVS_MGF3110570865,CEC SANDROHY,Location/MGF3110570865,CRVS_OFFICE
CRVS_MGF3110570866,CEC TSARAVARY,Location/MGF3110570866,CRVS_OFFICE
