statisticalID,name,partOf,code,physicalType
WSCLQdy2T0z,Chikupi Rural Health Centre,Location/hywxVKv48Xp,HEALTH_FACILITY
y4IFOiyhzbx,Chipapa Rural Health Centre,Location/hywxVKv48Xp,HEALTH_FACILITY
vLlhYmwF0ci,Chisakila Health Post,Location/hywxVKv48Xp,HEALTH_FACILITY
vYBdT4suNfM,Chisankane Rural Health Centre,Location/hywxVKv48Xp,HEALTH_FACILITY
a7JqhqXMXuq,Estate Urban Health Centre,Location/hywxVKv48Xp,HEALTH_FACILITY
Pbq94it7Ea5,Kabweza Health Post,Location/hywxVKv48Xp,HEALTH_FACILITY
gdYjm723x8Q,Kafue District Hospital,Location/hywxVKv48Xp,HEALTH_FACILITY
vnui93eZUl8,Kafue East Health Post,Location/hywxVKv48Xp,HEALTH_FACILITY
gvTcEpgJfuZ,Kafue Mission Rural Health Centre,Location/hywxVKv48Xp,HEALTH_FACILITY
pvoo4jsUPph,Kambale Rural Health Centre,Location/hywxVKv48Xp,HEALTH_FACILITY
j9tfO9PRlFV,Lukolongo Health Post,Location/hywxVKv48Xp,HEALTH_FACILITY
ehhM0FmvKRa,Mtendere Health Post,Location/hywxVKv48Xp,HEALTH_FACILITY
WnmrKYPWi2Y,MugurameHealth Post,Location/hywxVKv48Xp,HEALTH_FACILITY
YgA9AKH7WmF,Mungu Health Post,Location/hywxVKv48Xp,HEALTH_FACILITY
PBWWSJDskS5,Nangongwe OPD/Maternity Health Centre,Location/hywxVKv48Xp,HEALTH_FACILITY
hazGJwKHigL,Old Kabweza Health Post,Location/hywxVKv48Xp,HEALTH_FACILITY
ujYjZtiIiSR,Railway GRZ Urban Health Centre,Location/hywxVKv48Xp,HEALTH_FACILITY
BiIWZnHXGbC,Shifa shikoswe Health Centre,Location/hywxVKv48Xp,HEALTH_FACILITY
XuptJowZoJf,Shimabala Health Post,Location/hywxVKv48Xp,HEALTH_FACILITY
rb5TICRlYdH,ZNS Kafue Health Post,Location/hywxVKv48Xp,HEALTH_FACILITY
aEXcyG2MVNB,Embe Rural Health Centre,Location/QTtxiWj8ONP,HEALTH_FACILITY
o5NAXpTNizr,Chipete Rural Health Centre,Location/QTtxiWj8ONP,HEALTH_FACILITY
y8NVOhsvCaK,Fikombo HP,Location/QTtxiWj8ONP,HEALTH_FACILITY
T0mKBlh3G9h,Kalasa Kando HP,Location/QTtxiWj8ONP,HEALTH_FACILITY
uFdT61U1OsA,Kasomalwela Rural Health Centre,Location/QTtxiWj8ONP,HEALTH_FACILITY
mpIb08vMOAp,KundamfumuRural Health Centre,Location/QTtxiWj8ONP,HEALTH_FACILITY
U8TvVHIWTRw,Lukola Rural Health Centre,Location/QTtxiWj8ONP,HEALTH_FACILITY
